Sentence	entity_1	entity_2	json	split
Using a generalist mammalian herbivore, the common brushtail possum ( Trichosurus vulpecula), our aim was to quantitatively compare the influence of plant toxin and predation risk on foraging decisions.	common brushtail possum,44,67,Organism/Species	Trichosurus vulpecula,70,91,Organism/Species	"[{""token"": ""common brushtail possum"", ""start_span"": 44, ""end_span"": 67, ""type"": ""Organism/Species""}, {""token"": ""Trichosurus vulpecula"", ""start_span"": 70, ""end_span"": 91, ""type"": ""Organism/Species""}]"	test
The ortholog of the human gene NPC1 was identified in the plant pathogenic, filamentous fungus Fusarium graminearum by shared amino acid sequence, protein domain structure and cellular localization of the mature fungal protein.	human,20,25,Organism/Species	Fusarium graminearum,95,115,Organism/Species	"[{""token"": ""human"", ""start_span"": 20, ""end_span"": 25, ""type"": ""Organism/Species""}, {""token"": ""Fusarium graminearum"", ""start_span"": 95, ""end_span"": 115, ""type"": ""Organism/Species""}]"	test
To more confidently assess phylogenetic relationships among astome ciliates, we obtained small subunit ( SSU) rRNA sequences from nine species distributed in six genera and three families: Almophrya bivacuolata, Eudrilophrya complanata, Metaracoelophrya sp.	Almophrya bivacuolata,189,210,Organism/Species	Eudrilophrya complanata,212,235,Organism/Species	"[{""token"": ""Almophrya bivacuolata"", ""start_span"": 189, ""end_span"": 210, ""type"": ""Organism/Species""}, {""token"": ""Eudrilophrya complanata"", ""start_span"": 212, ""end_span"": 235, ""type"": ""Organism/Species""}]"	test
2, Metaracoelophrya intermedia, Metaradiophrya sp., Njinella prolifera, Paraclausilocola constricta n. gen., n. sp., and Paraclausilocola elongata n. sp.	Metaracoelophrya intermedia,3,30,Organism/Species	Njinella prolifera,52,70,Organism/Species	"[{""token"": ""Metaracoelophrya intermedia"", ""start_span"": 3, ""end_span"": 30, ""type"": ""Organism/Species""}, {""token"": ""Njinella prolifera"", ""start_span"": 52, ""end_span"": 70, ""type"": ""Organism/Species""}]"	test
Within mouse - and predator - proof enclosures, we created grids of 100 sand - filled Petri dishes and buried peanut pieces in a set number of these patches to represent visually cryptic ' prey '.	mouse,7,12,Organism/Species	peanut,110,116,Organism/Species	"[{""token"": ""mouse"", ""start_span"": 7, ""end_span"": 12, ""type"": ""Organism/Species""}, {""token"": ""peanut"", ""start_span"": 110, ""end_span"": 116, ""type"": ""Organism/Species""}]"	test
Juvenile Atlantic salmon ( Salmo salar) of different age classes exhibit different behavioural responses to elevated temperatures ( > 23 ^ 0C).	Atlantic salmon,9,24,Organism/Species	Salmo salar,27,38,Organism/Species	"[{""token"": ""Atlantic salmon"", ""start_span"": 9, ""end_span"": 24, ""type"": ""Organism/Species""}, {""token"": ""Salmo salar"", ""start_span"": 27, ""end_span"": 38, ""type"": ""Organism/Species""}]"	test
Adaptive trade - offs in juvenile salmonid metabolism associated with habitat partitioning between coho salmon and steelhead trout in coastal streams.	coho salmon,99,110,Organism/Species	steelhead trout,115,130,Organism/Species	"[{""token"": ""coho salmon"", ""start_span"": 99, ""end_span"": 110, ""type"": ""Organism/Species""}, {""token"": ""steelhead trout"", ""start_span"": 115, ""end_span"": 130, ""type"": ""Organism/Species""}]"	test
We measured and compared SMR, maximal metabolic rate ( MMR), aerobic scope ( AS), swim performance ( UCrit) and growth of juvenile hatchery and wild steelhead and coho salmon held on high - and low - food rations in order to better understand the potential significance of variation in SMR to growth, differentiation between species, and patterns of habitat use along a productivity gradient.	steelhead,149,158,Organism/Species	coho salmon,163,174,Organism/Species	"[{""token"": ""steelhead"", ""start_span"": 149, ""end_span"": 158, ""type"": ""Organism/Species""}, {""token"": ""coho salmon"", ""start_span"": 163, ""end_span"": 174, ""type"": ""Organism/Species""}]"	test
We found that differences in SMR, MMR, AS, swim performance and growth rate between steelhead trout and coho salmon were reduced in hatchery - reared fish compared with wild fish.	steelhead trout,84,99,Organism/Species	coho salmon,104,115,Organism/Species	"[{""token"": ""steelhead trout"", ""start_span"": 84, ""end_span"": 99, ""type"": ""Organism/Species""}, {""token"": ""coho salmon"", ""start_span"": 104, ""end_span"": 115, ""type"": ""Organism/Species""}]"	test
Wild steelhead had a higher MMR, AS, swim performance and growth rate than wild coho, but adaptations between species do not appear to involve differences in SMR or to trade - off increased growth rate against lower swim performance, as commonly observed for high - growth strains.	steelhead,5,14,Organism/Species	coho,80,84,Organism/Species	"[{""token"": ""steelhead"", ""start_span"": 5, ""end_span"": 14, ""type"": ""Organism/Species""}, {""token"": ""coho"", ""start_span"": 80, ""end_span"": 84, ""type"": ""Organism/Species""}]"	test
Tortricid moths reared from the invasive weed Mexican palo verde, Parkinsonia aculeata, with comments on their host specificity, biology, geographic distribution, and systematics.	Mexican palo verde,46,64,Organism/Species	Parkinsonia aculeata,66,86,Organism/Species	"[{""token"": ""Mexican palo verde"", ""start_span"": 46, ""end_span"": 64, ""type"": ""Organism/Species""}, {""token"": ""Parkinsonia aculeata"", ""start_span"": 66, ""end_span"": 86, ""type"": ""Organism/Species""}]"	test
As part of efforts to identify native herbivores of Mexican palo verde, Parkinsonia aculeata L.	Mexican palo verde,52,70,Organism/Species	Parkinsonia aculeata,72,92,Organism/Species	"[{""token"": ""Mexican palo verde"", ""start_span"": 52, ""end_span"": 70, ""type"": ""Organism/Species""}, {""token"": ""Parkinsonia aculeata"", ""start_span"": 72, ""end_span"": 92, ""type"": ""Organism/Species""}]"	test
Previous studies have demonstrated that individuals from native populations of the invasive fire ant Solenopsis invicta commonly harbor one or more of three Wolbachia variants.	fire ant,92,100,Organism/Species	Solenopsis invicta,101,119,Organism/Species	"[{""token"": ""fire ant"", ""start_span"": 92, ""end_span"": 100, ""type"": ""Organism/Species""}, {""token"": ""Solenopsis invicta"", ""start_span"": 101, ""end_span"": 119, ""type"": ""Organism/Species""}]"	test
The cell cycle gene MoCDC15 regulates hyphal growth, asexual development and plant infection in the rice blast pathogen Magnaporthe oryzae.	rice blast pathogen,100,119,Organism/Species	Magnaporthe oryzae,120,138,Organism/Species	"[{""token"": ""rice blast pathogen"", ""start_span"": 100, ""end_span"": 119, ""type"": ""Organism/Species""}, {""token"": ""Magnaporthe oryzae"", ""start_span"": 120, ""end_span"": 138, ""type"": ""Organism/Species""}]"	test
Rice blast, caused by the pathogen Magnaporthe oryzae, is a serious hindrance to rice production and has emerged as an important model for the characterization of molecular mechanisms relevant to pathogenic development in plants.	Magnaporthe oryzae,35,53,Organism/Species	rice,81,85,Organism/Species	"[{""token"": ""Magnaporthe oryzae"", ""start_span"": 35, ""end_span"": 53, ""type"": ""Organism/Species""}, {""token"": ""rice"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Organism/Species""}]"	test
To better characterize these mechanisms, we identified a conidiation - defective mutant, ATMT0225B6 ( MoCDC15 ( T - DNA)), in which a T - DNA insertion disrupted a gene that encodes a homolog of fission yeast cdc15, and generated a second strain containing a disruption in the same allele ( DeltaMoCDC15 ( T - DNA)).	ATMT0225B6,89,99,Organism/Species	yeast,203,208,Organism/Species	"[{""token"": ""ATMT0225B6"", ""start_span"": 89, ""end_span"": 99, ""type"": ""Organism/Species""}, {""token"": ""yeast"", ""start_span"": 203, ""end_span"": 208, ""type"": ""Organism/Species""}]"	test
However, with the exception of a single isolate identified as an interspecific hybrid between Fusariumboothii and F. graminearum, GER of maize ( N = 100) was exclusively associated with F. boothii.	Fusariumboothii,94,109,Organism/Species	maize,137,142,Organism/Species	"[{""token"": ""Fusariumboothii"", ""start_span"": 94, ""end_span"": 109, ""type"": ""Organism/Species""}, {""token"": ""maize"", ""start_span"": 137, ""end_span"": 142, ""type"": ""Organism/Species""}]"	test
Entodinium caudatum and Eudiplodinium maggii were grown anaerobically in 50 - ml flasks for 32 days in Caudatum - type ( C), Kisidayova ( K) or Dehority ( M) medium.	Entodinium caudatum,0,19,Organism/Species	Eudiplodinium maggii,24,44,Organism/Species	"[{""token"": ""Entodinium caudatum"", ""start_span"": 0, ""end_span"": 19, ""type"": ""Organism/Species""}, {""token"": ""Eudiplodinium maggii"", ""start_span"": 24, ""end_span"": 44, ""type"": ""Organism/Species""}]"	test
Synganglion transcriptome and developmental global gene expression in adult females of the American dog tick, Dermacentor variabilis ( Acari: Ixodidae).	American dog tick,91,108,Organism/Species	Dermacentor variabilis,110,132,Organism/Species	"[{""token"": ""American dog tick"", ""start_span"": 91, ""end_span"": 108, ""type"": ""Organism/Species""}, {""token"": ""Dermacentor variabilis"", ""start_span"": 110, ""end_span"": 132, ""type"": ""Organism/Species""}]"	test
454 Pyrosequencing was used to characterize the expressed genes from the synganglion and associated neurosecretory organs of unfed and partially fed virgin and mated replete females of the American dog tick, Dermacentor variabilis.	American dog tick,189,206,Organism/Species	Dermacentor variabilis,208,230,Organism/Species	"[{""token"": ""American dog tick"", ""start_span"": 189, ""end_span"": 206, ""type"": ""Organism/Species""}, {""token"": ""Dermacentor variabilis"", ""start_span"": 208, ""end_span"": 230, ""type"": ""Organism/Species""}]"	test
Characterization of the oxysterol - binding protein gene family in the yellow fever mosquito, Aedes aegypti.	yellow fever mosquito,71,92,Organism/Species	Aedes aegypti,94,107,Organism/Species	"[{""token"": ""yellow fever mosquito"", ""start_span"": 71, ""end_span"": 92, ""type"": ""Organism/Species""}, {""token"": ""Aedes aegypti"", ""start_span"": 94, ""end_span"": 107, ""type"": ""Organism/Species""}]"	test
Identification and expression analysis of nervous wreck, which is preferentially expressed in the brain of the male silkworm moth, Bombyx mori.	silkworm moth,116,129,Organism/Species	Bombyx mori,131,142,Organism/Species	"[{""token"": ""silkworm moth"", ""start_span"": 116, ""end_span"": 129, ""type"": ""Organism/Species""}, {""token"": ""Bombyx mori"", ""start_span"": 131, ""end_span"": 142, ""type"": ""Organism/Species""}]"	test
The molecular basis of sexual dimorphism in the silkworm moth ( Bombyx mori) brain, however, is unclear.	silkworm moth,48,61,Organism/Species	Bombyx mori,64,75,Organism/Species	"[{""token"": ""silkworm moth"", ""start_span"": 48, ""end_span"": 61, ""type"": ""Organism/Species""}, {""token"": ""Bombyx mori"", ""start_span"": 64, ""end_span"": 75, ""type"": ""Organism/Species""}]"	test
Prolixicin: a novel antimicrobial peptide isolated from Rhodnius prolixus with differential activity against bacteria and Trypanosoma cruzi.	Rhodnius prolixus,56,73,Organism/Species	Trypanosoma cruzi,122,139,Organism/Species	"[{""token"": ""Rhodnius prolixus"", ""start_span"": 56, ""end_span"": 73, ""type"": ""Organism/Species""}, {""token"": ""Trypanosoma cruzi"", ""start_span"": 122, ""end_span"": 139, ""type"": ""Organism/Species""}]"	test
No significant toxicity was demonstrated against Trypanosoma cruzi, the human parasite transmitted by R. prolixus.	Trypanosoma cruzi,49,66,Organism/Species	human,72,77,Organism/Species	"[{""token"": ""Trypanosoma cruzi"", ""start_span"": 49, ""end_span"": 66, ""type"": ""Organism/Species""}, {""token"": ""human"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Organism/Species""}]"	test
Culture Independent Survey of the Microbiota of the Glassy - Winged Sharpshooter ( Homalodisca vitripennis) Using 454 Pyrosequencing.	Glassy - Winged Sharpshooter,52,80,Organism/Species	Homalodisca vitripennis,83,106,Organism/Species	"[{""token"": ""Glassy - Winged Sharpshooter"", ""start_span"": 52, ""end_span"": 80, ""type"": ""Organism/Species""}, {""token"": ""Homalodisca vitripennis"", ""start_span"": 83, ""end_span"": 106, ""type"": ""Organism/Species""}]"	test
During sexual development the human fungal pathogen Cryptococcus neoformans undergoes a developmental transition from yeast - form growth to filamentous growth.	human,30,35,Organism/Species	Cryptococcus neoformans,52,75,Organism/Species	"[{""token"": ""human"", ""start_span"": 30, ""end_span"": 35, ""type"": ""Organism/Species""}, {""token"": ""Cryptococcus neoformans"", ""start_span"": 52, ""end_span"": 75, ""type"": ""Organism/Species""}]"	train
Phylogenetic analyses based on 16S rRNA gene sequences showed that strain GSW - R14 ( T) belonged to the genus Flavobacterium, joining Flavobacterium gelidilacus LMG 21477 ( T) by a bootstrap resampling value of 100%.	GSW - R14,74,83,Organism/Species	Flavobacterium gelidilacus,135,161,Organism/Species	"[{""token"": ""GSW - R14"", ""start_span"": 74, ""end_span"": 83, ""type"": ""Organism/Species""}, {""token"": ""Flavobacterium gelidilacus"", ""start_span"": 135, ""end_span"": 161, ""type"": ""Organism/Species""}]"	train
The type strain of Methanoregula boonei is 6A8 ( T) ( = DSM 21154 ( T) = JCM 14090 ( T)).	Methanoregula boonei,19,39,Organism/Species	6A8,43,46,Organism/Species	"[{""token"": ""Methanoregula boonei"", ""start_span"": 19, ""end_span"": 39, ""type"": ""Organism/Species""}, {""token"": ""6A8"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Organism/Species""}]"	train
A Gram - negative, aerobic bacterium, designated R - 40509 ( T), was isolated from mucus of the reef builder coral ( Mussismilia hispida) located in the Sao Sebastiao Channel, Sao Paulo, Brazil.	R - 40509,49,58,Organism/Species	Mussismilia hispida,117,136,Organism/Species	"[{""token"": ""R - 40509"", ""start_span"": 49, ""end_span"": 58, ""type"": ""Organism/Species""}, {""token"": ""Mussismilia hispida"", ""start_span"": 117, ""end_span"": 136, ""type"": ""Organism/Species""}]"	train
is proposed to accommodate this novel isolate; the type strain is R - 40509 ( T) ( = LMG 25435 ( T) = CAIM 1449 ( T)).	R - 40509,66,75,Organism/Species	LMG 25435 ( T,85,98,Organism/Species	"[{""token"": ""R - 40509"", ""start_span"": 66, ""end_span"": 75, ""type"": ""Organism/Species""}, {""token"": ""LMG 25435 ( T"", ""start_span"": 85, ""end_span"": 98, ""type"": ""Organism/Species""}]"	train
Based on genetic and chemotaxonomic evidence, it is suggested that strain YM18 - 15 ( T) represents a novel species of a new genus within the family Beutenbergiaceae, for which the name Miniimonas arenae gen. nov., sp. nov.	YM18 - 15,74,83,Organism/Species	Miniimonas arenae,186,203,Organism/Species	"[{""token"": ""YM18 - 15"", ""start_span"": 74, ""end_span"": 83, ""type"": ""Organism/Species""}, {""token"": ""Miniimonas arenae"", ""start_span"": 186, ""end_span"": 203, ""type"": ""Organism/Species""}]"	train
Anoxybacillus tengchongensis sp. nov. and Anoxybacillus eryuanensis sp. nov., facultatively anaerobic, alkalitolerant bacteria from hot springs.	Anoxybacillus tengchongensis,0,28,Organism/Species	Anoxybacillus eryuanensis,42,67,Organism/Species	"[{""token"": ""Anoxybacillus tengchongensis"", ""start_span"": 0, ""end_span"": 28, ""type"": ""Organism/Species""}, {""token"": ""Anoxybacillus eryuanensis"", ""start_span"": 42, ""end_span"": 67, ""type"": ""Organism/Species""}]"	train
Two novel thermophilic, spore - forming bacterial strains, T - 11 ( T) and E - 112 ( T), were isolated from hot springs in Tengchong and Eryuan counties of Yunnan province in south - west China.	T - 11,59,65,Organism/Species	E - 112,75,82,Organism/Species	"[{""token"": ""T - 11"", ""start_span"": 59, ""end_span"": 65, ""type"": ""Organism/Species""}, {""token"": ""E - 112"", ""start_span"": 75, ""end_span"": 82, ""type"": ""Organism/Species""}]"	train
Growth of strain T - 11 ( T) was observed between 30 and 75 ^ 0C ( optimum 50 ^ 0C) and at pH 7 - 11 ( optimum pH 8. 5), while the temperature range for strain E - 112 ( T) was 35 - 70 ^ 0C ( optimum 55 ^ 0C) and the pH range was 7. 0 - 11. 0 ( optimum pH 8. 0).	T - 11,17,23,Organism/Species	E - 112,160,167,Organism/Species	"[{""token"": ""T - 11"", ""start_span"": 17, ""end_span"": 23, ""type"": ""Organism/Species""}, {""token"": ""E - 112"", ""start_span"": 160, ""end_span"": 167, ""type"": ""Organism/Species""}]"	train
The DNA G + C contents of strains T - 11 ( T) and E - 112 ( T) were 41. 1 and 42. 6 mol%, respectively.	T - 11,34,40,Organism/Species	E - 112,50,57,Organism/Species	"[{""token"": ""T - 11"", ""start_span"": 34, ""end_span"": 40, ""type"": ""Organism/Species""}, {""token"": ""E - 112"", ""start_span"": 50, ""end_span"": 57, ""type"": ""Organism/Species""}]"	train
The chemotaxonomic characteristics [ predominant isoprenoid quinone menaquinone 7 ( MK - 7); major fatty acids iso - C ( 15: 0) and iso - C ( 17: 0)] also supported the affiliation of strains T - 11 ( T) and E - 112 ( T) to the genus Anoxybacillus.	T - 11,192,198,Organism/Species	E - 112,208,215,Organism/Species	"[{""token"": ""T - 11"", ""start_span"": 192, ""end_span"": 198, ""type"": ""Organism/Species""}, {""token"": ""E - 112"", ""start_span"": 208, ""end_span"": 215, ""type"": ""Organism/Species""}]"	train
The results of DNA - DNA hybridization and physiological and biochemical tests allowed genotypic and phenotypic differentiation of strains T - 11 ( T) and E - 112 ( T) from Anoxybacillus species with validly published names.	T - 11,139,145,Organism/Species	E - 112,155,162,Organism/Species	"[{""token"": ""T - 11"", ""start_span"": 139, ""end_span"": 145, ""type"": ""Organism/Species""}, {""token"": ""E - 112"", ""start_span"": 155, ""end_span"": 162, ""type"": ""Organism/Species""}]"	train
( type strain T - 11 ( T) = CCTCC AB209237 ( T) = KCTC 13721 ( T)) and Anoxybacillus eryuanensis sp. nov.	T - 11,14,20,Organism/Species	Anoxybacillus eryuanensis,71,96,Organism/Species	"[{""token"": ""T - 11"", ""start_span"": 14, ""end_span"": 20, ""type"": ""Organism/Species""}, {""token"": ""Anoxybacillus eryuanensis"", ""start_span"": 71, ""end_span"": 96, ""type"": ""Organism/Species""}]"	train
Neisseria wadsworthii sp. nov. and Neisseria shayeganii sp. nov., isolated from clinical specimens.	Neisseria wadsworthii,0,21,Organism/Species	Neisseria shayeganii,35,55,Organism/Species	"[{""token"": ""Neisseria wadsworthii"", ""start_span"": 0, ""end_span"": 21, ""type"": ""Organism/Species""}, {""token"": ""Neisseria shayeganii"", ""start_span"": 35, ""end_span"": 55, ""type"": ""Organism/Species""}]"	train
( type strain 9715 ( T) = DSM 22247 ( T) = CIP 109934 ( T)) and Neisseria shayeganii sp. nov.	9715,14,18,Organism/Species	Neisseria shayeganii,64,84,Organism/Species	"[{""token"": ""9715"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Organism/Species""}, {""token"": ""Neisseria shayeganii"", ""start_span"": 64, ""end_span"": 84, ""type"": ""Organism/Species""}]"	train
The strain produced greyish white aerial mycelia, lactic acid and a large quantity of double diamond - shaped crystals on potato dextrose agar and yeast extract - malt extract agar.	potato,122,128,Organism/Species	yeast,147,152,Organism/Species	"[{""token"": ""potato"", ""start_span"": 122, ""end_span"": 128, ""type"": ""Organism/Species""}, {""token"": ""yeast"", ""start_span"": 147, ""end_span"": 152, ""type"": ""Organism/Species""}]"	train
16S rRNA gene sequence analysis revealed that strain GIMN4. 001 ( T) was related most closely to Streptomyces morookaense ATCC 19166 ( T) ( 98. 9% similarity) and Streptomyces lavenduligriseus ATCC 13306 ( T) ( 98. 7%).	Streptomyces morookaense,97,121,Organism/Species	Streptomyces lavenduligriseus,163,192,Organism/Species	"[{""token"": ""Streptomyces morookaense"", ""start_span"": 97, ""end_span"": 121, ""type"": ""Organism/Species""}, {""token"": ""Streptomyces lavenduligriseus"", ""start_span"": 163, ""end_span"": 192, ""type"": ""Organism/Species""}]"	train
For example, aflatoxin biosynthesis in Aspergillus parasiticus has been studied intensively because this mycotoxin is highly toxic, mutagenic, and carcinogenic in humans and animals.	Aspergillus parasiticus,39,62,Organism/Species	humans,163,169,Organism/Species	"[{""token"": ""Aspergillus parasiticus"", ""start_span"": 39, ""end_span"": 62, ""type"": ""Organism/Species""}, {""token"": ""humans"", ""start_span"": 163, ""end_span"": 169, ""type"": ""Organism/Species""}]"	train
Sensitivity to phosphonoacetate and dideoxyTTP was examined in POPs ( TetPOP and CmPOP) or POP - containing organelles ( chloroplasts of Arabidopsis) and other polymerases ( DNA polymerase I and mitochondria of rat liver, which contain Polgamma), and the results suggest that high sensitivity to phosphonoacetate is unique to POPs in Family - A DNA polymerases.	Arabidopsis,137,148,Organism/Species	rat,211,214,Organism/Species	"[{""token"": ""Arabidopsis"", ""start_span"": 137, ""end_span"": 148, ""type"": ""Organism/Species""}, {""token"": ""rat"", ""start_span"": 211, ""end_span"": 214, ""type"": ""Organism/Species""}]"	train
The PRP8 intein, the most widespread among fungi, occurs in important pathogens such as Histoplasma capsulatum and Paracoccidioides brasiliensis, from the Ajellomycetaceae family.	Histoplasma capsulatum,88,110,Organism/Species	Paracoccidioides brasiliensis,115,144,Organism/Species	"[{""token"": ""Histoplasma capsulatum"", ""start_span"": 88, ""end_span"": 110, ""type"": ""Organism/Species""}, {""token"": ""Paracoccidioides brasiliensis"", ""start_span"": 115, ""end_span"": 144, ""type"": ""Organism/Species""}]"	train
Herein, we describe the bi - functional PRP8 intein in two other Ajellomycetacean pathogens, Blastomyces dermatitidis and Emmonsia parva.	Blastomyces dermatitidis,93,117,Organism/Species	Emmonsia parva,122,136,Organism/Species	"[{""token"": ""Blastomyces dermatitidis"", ""start_span"": 93, ""end_span"": 117, ""type"": ""Organism/Species""}, {""token"": ""Emmonsia parva"", ""start_span"": 122, ""end_span"": 136, ""type"": ""Organism/Species""}]"	train
We used light and electron microscopy to describe the isolates as new genera and species Pirum gemmata and Abeoforma whisleri.	Pirum gemmata,89,102,Organism/Species	Abeoforma whisleri,107,125,Organism/Species	"[{""token"": ""Pirum gemmata"", ""start_span"": 89, ""end_span"": 102, ""type"": ""Organism/Species""}, {""token"": ""Abeoforma whisleri"", ""start_span"": 107, ""end_span"": 125, ""type"": ""Organism/Species""}]"	train
The genes involved in the biosynthesis of biotin were identified in the hyphal fungus Aspergillus nidulans through homology searches and complementation of Escherichia coli biotin - auxotrophic mutants.	Aspergillus nidulans,86,106,Organism/Species	Escherichia coli,156,172,Organism/Species	"[{""token"": ""Aspergillus nidulans"", ""start_span"": 86, ""end_span"": 106, ""type"": ""Organism/Species""}, {""token"": ""Escherichia coli"", ""start_span"": 156, ""end_span"": 172, ""type"": ""Organism/Species""}]"	train
Whereas the 7, 8 - diaminopelargonic acid synthase and dethiobiotin synthetase are encoded by distinct genes in bacteria and the yeast Saccharomyces cerevisiae, both activities are performed in A. nidulans by a single enzyme, encoded by the bifunctional gene bioDA.	yeast,129,134,Organism/Species	Saccharomyces cerevisiae,135,159,Organism/Species	"[{""token"": ""yeast"", ""start_span"": 129, ""end_span"": 134, ""type"": ""Organism/Species""}, {""token"": ""Saccharomyces cerevisiae"", ""start_span"": 135, ""end_span"": 159, ""type"": ""Organism/Species""}]"	train
A high temperature is needed for H99 SNF1 to function in stress response and carbon source preference, but not for the JEC21 SNF1.	H99,33,36,Organism/Species	JEC21,119,124,Organism/Species	"[{""token"": ""H99"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Organism/Species""}, {""token"": ""JEC21"", ""start_span"": 119, ""end_span"": 124, ""type"": ""Organism/Species""}]"	train
Parallel evolution of cytochrome b mediated bifenazate resistance in the citrus red mite Panonychus citri.	citrus red mite,73,88,Organism/Species	Panonychus citri,89,105,Organism/Species	"[{""token"": ""citrus red mite"", ""start_span"": 73, ""end_span"": 88, ""type"": ""Organism/Species""}, {""token"": ""Panonychus citri"", ""start_span"": 89, ""end_span"": 105, ""type"": ""Organism/Species""}]"	train
Characterization of the developmental regulator FlbE in Aspergillus fumigatus and Aspergillus nidulans.	Aspergillus fumigatus,56,77,Organism/Species	Aspergillus nidulans,82,102,Organism/Species	"[{""token"": ""Aspergillus fumigatus"", ""start_span"": 56, ""end_span"": 77, ""type"": ""Organism/Species""}, {""token"": ""Aspergillus nidulans"", ""start_span"": 82, ""end_span"": 102, ""type"": ""Organism/Species""}]"	train
In this study, we characterize one of such activators called flbE in Aspergillus fumigatus and Aspergillus nidulans.	Aspergillus fumigatus,69,90,Organism/Species	Aspergillus nidulans,95,115,Organism/Species	"[{""token"": ""Aspergillus fumigatus"", ""start_span"": 69, ""end_span"": 90, ""type"": ""Organism/Species""}, {""token"": ""Aspergillus nidulans"", ""start_span"": 95, ""end_span"": 115, ""type"": ""Organism/Species""}]"	train
Transcription factors BmPOUM2 and BmBetaFTZ - F1 are involved in regulation of the expression of the wing cuticle protein gene BmWCP4 in the silkworm, Bombyx mori.	silkworm,141,149,Organism/Species	Bombyx mori,151,162,Organism/Species	"[{""token"": ""silkworm"", ""start_span"": 141, ""end_span"": 149, ""type"": ""Organism/Species""}, {""token"": ""Bombyx mori"", ""start_span"": 151, ""end_span"": 162, ""type"": ""Organism/Species""}]"	train
* The co - ordination between floret initiation and meristem expansion, and their relationships with carbon availability, were studied and quantified in sunflower ( Helianthus annuus) plants subjected to light or water shortages.	sunflower,153,162,Organism/Species	Helianthus annuus,165,182,Organism/Species	"[{""token"": ""sunflower"", ""start_span"": 153, ""end_span"": 162, ""type"": ""Organism/Species""}, {""token"": ""Helianthus annuus"", ""start_span"": 165, ""end_span"": 182, ""type"": ""Organism/Species""}]"	train
The differences in individual dietary specialization between tiger sharks and bull sharks results in different functional roles in coupling or compartmentalizing distinct food webs.	tiger sharks,61,73,Organism/Species	bull sharks,78,89,Organism/Species	"[{""token"": ""tiger sharks"", ""start_span"": 61, ""end_span"": 73, ""type"": ""Organism/Species""}, {""token"": ""bull sharks"", ""start_span"": 78, ""end_span"": 89, ""type"": ""Organism/Species""}]"	train
* To resolve this, we investigated the mechanism by which the root herbivore Diabrotica virgifera induces resistance against lepidopteran herbivores in the leaves of Zea mays.	Diabrotica virgifera,77,97,Organism/Species	Zea mays,166,174,Organism/Species	"[{""token"": ""Diabrotica virgifera"", ""start_span"": 77, ""end_span"": 97, ""type"": ""Organism/Species""}, {""token"": ""Zea mays"", ""start_span"": 166, ""end_span"": 174, ""type"": ""Organism/Species""}]"	train
* Diabrotica virgifera infested plants suffered less aboveground herbivory in the field and showed reduced growth of Spodoptera littoralis caterpillars in the laboratory.	Diabrotica virgifera,2,22,Organism/Species	Spodoptera littoralis,117,138,Organism/Species	"[{""token"": ""Diabrotica virgifera"", ""start_span"": 2, ""end_span"": 22, ""type"": ""Organism/Species""}, {""token"": ""Spodoptera littoralis"", ""start_span"": 117, ""end_span"": 138, ""type"": ""Organism/Species""}]"	train
In this study, MCDV was purified, and three structural proteins of MCDV were separated by SDS - PAGE.	MCDV,15,19,Organism/Species	MCDV,67,71,Organism/Species	"[{""token"": ""MCDV"", ""start_span"": 15, ""end_span"": 19, ""type"": ""Organism/Species""}, {""token"": ""MCDV"", ""start_span"": 67, ""end_span"": 71, ""type"": ""Organism/Species""}]"	train
The identification of the two structural proteins of MCDV is useful for studying their functions, as well as the mechanism of infection and the pathogenesis of MCDV.	MCDV,53,57,Organism/Species	MCDV,160,164,Organism/Species	"[{""token"": ""MCDV"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Organism/Species""}, {""token"": ""MCDV"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Organism/Species""}]"	train
* Pseudomonas syringae pv. tomato DC3000 ( Pst DC3000) causes an economically important bacterial speck disease on tomato and produces symptoms with necrotic lesions surrounded by chlorosis.	Pst DC3000,43,53,Organism/Species	tomato,115,121,Organism/Species	"[{""token"": ""Pst DC3000"", ""start_span"": 43, ""end_span"": 53, ""type"": ""Organism/Species""}, {""token"": ""tomato"", ""start_span"": 115, ""end_span"": 121, ""type"": ""Organism/Species""}]"	train
We demonstrate differential expression of digestive trypsin and chymotrypsins in larvae feeding on a primary host, Persea bombycina Kosterm., in comparison to larvae feeding on Litsea monopetala Roxb. using in vitro proteolytic assays, zymogram analyses with proteinase inhibitors, restriction digestion of RNA - PCR amplicons and quantitative real - time PCR ( RT - PCR).	Persea bombycina,115,131,Organism/Species	Litsea monopetala,177,194,Organism/Species	"[{""token"": ""Persea bombycina"", ""start_span"": 115, ""end_span"": 131, ""type"": ""Organism/Species""}, {""token"": ""Litsea monopetala"", ""start_span"": 177, ""end_span"": 194, ""type"": ""Organism/Species""}]"	train
